appId;title;summary
com.vndc;VNDC Wallet Pro;VNDC is the first stablecoin in Vietnam with the value of 1 VNDC equals 1 VND.
com.socialgood_foundation.sg_app_android;SocialGood - Get Free Crypto;Shop at over 1800 large retailers and get SocialGood (SG) cryptoassets for free.
com.caramba.RippleWallet;XRP Wallet - Buy & Sell Crypto on Ripple Network;Secure XRP Account and Trade on Cryptocurrency Marketplace Exchange
com.redline.coin;RedLine Coin Crypto Signals - Buy Bitcoin in 2021?;"Market Trends - Forex signal &amp; traders community Guides Cryptocurrencies wallet"
com.newgo.coincola;CoinCola - Buy Bitcoin & more;Fast, easy and secure cryptocurrency trading. Buy and sell bitcoin instantly.
com.ataix.exchange;ATAIX – Bitcoin Crypto Exchange;"Buy &amp; Sell Bitcoin, Ethereum &amp; other major coins, altcoins, tokens &amp; fiat money."
com.bitcoinofamerica.wallet;Bitcoin of America Wallet;Wallet for Bitcoin (BTC),Bitcoin Cash (BCH),Litecoin (LTC), Ethereum (ETH), etc
com.unicorn.cryptomat;Cryptomat. Cryptocurrency exchange in two clicks;Simple, fast and reliable cryptocurrency exchange with Cryptomat.
earn.cryptocoin.freemulticryptofaucet;Free Multi Crypto Faucet;"Claim Free Multiple Cryptocurrency with ""Free Multi Crypto Faucet""."
com.ellipal.wallet;ELLIPAL: Crypto Bitcoin Wallet;One-stop crypto wallet for Bitcoin, Ethereum, XRP and more
com.burency.app;Burency Global – Insured Crypto Exchange & Wallet;Burency is the most popular crypto exchange in Middle East for secure trading.
com.Android.Inc.bitwallet;BitWallet - Buy & Sell Bitcoin;BitWallet users can now buy and sell Bitcoin instantly from the application.
com.liberty.jaxx;Jaxx Liberty - Blockchain Cryptocurrency Wallet;Securely manage 90+ cryptocurrencies including Bitcoin, Ethereum and Dogecoin
tech.pertiller.bitcoinKursMonitor;Bitcoin Monitor (Price Tracker & Arbitrage Info);Get trade signals and technical data to support your buy / HODL decisions
com.coinburp.mobile;CoinBurp - Buy and Sell Bitcoin. Crypto Wallet.;CoinBurp: The fast, low-fee and easy way to buy, sell and spend cryptocurrency.
io.klever.secure.exchange;Klever Exchange;Mobile first crypto exchange
com.swftcoin.client.android;SWFT Blockchain;SWFT Blockchain is a One Stop Cross-Chain solution for cryptocurrency transfer.
com.viabtc.wallet;ViaWallet - Multi chain Wallet;Supports more than 30 coins and 1 million tokens, DEX, DApp browser, Staking.
com.pericles90.binancefuturescalculator;Calculator for Binance Futures (unofficial);A simple and unofficial calculator for future contracts in Binance exchange.
jp.coincheck.android;Bitcoin Wallet Coincheck;"■ Free Bitcoin Wallet
Start only 1 min by email or facebook!"
com.app.cryptofully;Cryptofully;Send, Receive and Convert Cryptocurrency To Naira
com.neww.updatee.myappp;Crypto Currency Exchange - Cryptoo Updates;Crypto Currency Exchange is Best App for Prices and keeping track of the stash.
com.youhodler.youhodler;YouHodler - Crypto and Bitcoin Wallet;🏆 Unlock the value of your crypto with us
lt.spectrofinance.spectrocoin.android.wallet;Bitcoin Wallet by SpectroCoin;Buy, sell, store, exchange bitcoins and other cryptocurrencies on-the-go
com.hashcash.paybito;PayBito - Trade Bitcoin and Crypto;Bitcoin and Cryptocurrency Trading
com.StiBLabs.StiBp2p;StiB P2P - Bitcoin Ethereum Decentralized Exchange;Decentralized P2P exchange and Invest wisely for everyone with Smart Contracts!
com.exchangily.wallet;eXchangily DEX Bitcoin Wallet & Crypto Wallet;"Open source bitcoin wallet, cryptocurrency wallet &amp; decentralized exchange DEX"
io.ddex.dwallet;DDEX 2.0 - Crypto DEX;Trade on Binance Chain with DDEX wallet.1st Mobile app supports Binance chain.
com.watrust.wall.wallettrustforfree;Trust : Cry­pto & ETH & BTC & USDT & trust;- Buy Bitcoin or Crypto with EUR or USD
com.bitcoin.wallet.cryptopuce;BITCOIN Wallet & ERC20 TOKEN wallet - CryptoPuce;Bitcoin wallet. Become your own Bank. Buy BTC with debit card. Withdraw to Bank
com.zyncas.signals;Signals - Crypto;Signals - Crypto is a service provided by experts from cryptocurrencies market
ru.koshelek;Кошелек. Криптовалюты Биткоин, Эфириум, TON;Multifunctional platform for working with cryptocurrency Bitcoin Ethereum TON
com.KayaDevStudio.freecrypto;Free Bitcoin & Dogecoin;Get Bitcoin, Dogecoin, Ripple, Litecoin, Ethereum every hour for free
com.breadwallet;BRD Bitcoin Wallet. Bitcoin Cash BCH, Bitcoin BTC;"Crypto / bitcoin wallet. Buy bitcoin, bitcoin cash, ethereum &amp; cryptocurrency."
com.claimfaucetcoins;Claim Faucet Coins :: Bitcoin Ethereum Altcoins;Claims multiple coins and other cryptocurrencies.
com.coolbitx.cwsapp;CoolBitX Crypto;The only completely mobile cold wallet. Welcome to the future.
www.echangerbd.com;Exchangernet-old;International Digital Currency Exchange Plat form
com.fatbtc.App;FatBTC;FatBTC - Secure crypto assets exchange
com.evraon.trading;Evraon - trading for everyone. Crypto and stocks;Trade on stock and crypto exchanges with help of a bot
com.mexcpro.client;MEXC Exchange - Buy & Sell Bitcoin, ETH and DeFi;The exchange for trading cryptocurrencies such as BTC, ETH, and DeFi assets.
io.metamask;MetaMask - Buy, Send and Swap Crypto;"A secure wallet &amp; gateway to blockchain sites"
com.myetherwallet.mewwallet;MEW wallet – Ethereum wallet;Buy Ether, hold and swap Ether and all ERC-20 tokens, learn about blockchain
com.ether1.trust.wallet;Ether-1 Mobile Wallet;This is a Mobile Wallet Application for Ether-1 Project
com.mansoon.cryptopop;CryptoPop -  Earn Free ETH;Play the game and earn cryptos
best_courses.ethereum_guide;Ethereum Mining Crypto Guide | Ether Wallet;Cryptocurrency Blockchain Platform | Mining Ether | Earn Ethereum | Sell ETH
multi.erc20.devgenesis.token.wallet;ERC20 Tokens Wallet;A wallet to track your ether and ERC20 tokens developed on ethereum blockchain.
app.web.nextshore_ether1;Ether-1 Wallet;The Ether-1 Wallet allows users to manage their $ETHO on their Android devices.
co.edgesecure.app;Edge - Bitcoin, Ethereum, Monero, Ripple Wallet;"Privacy &amp; security in an easy to use crypto wallet. Buy &amp; sell bitcoin!"
io.atomicwallet;Bitcoin Wallet & Ethereum Ripple ZIL DOT;"Atomic - Cryptocurrency Wallet for Bitcoin, Ethereum, Tron, EOS, Ripple &amp; others"
com.emdroid.paybis;paybis : Buy Bitcoin, Ethereum and Cryptocurrency;paybis:  Buy Cryptocurrencies including Bitcoin (BTC), Ethereum (ETH) and many.
com.ethereumtel.myapp;Ethereum DEX Decentralized Exchange;Decentralized Finance DEFI DEX App
com.app.android.june.bitcoinethereum;Bitcoin/Ethereum;Convert, Track and get bitcoin and cryptocurrency news/offers in real-time
com.renatopeterman.biticker.lite;Bitcoin Price & Widget, Ethereum, Ripple, Litecoin;Crypto price ticker, news, alerts and charts for cryptocurrencies and exchanges
by.h32.minerstats;Miner Stats - Track ETH, ETC, ZEC, RVN monitoring;Miner Stats - mining statistics monitor for ETH ETC RVN ZEC cryptocurrencies
de.chriscs.btcticker;Bitcoin (BTC) / Ethereum (ETH) - Euro (EUR) ticker;Extreme small Bitcoin / Ethereum to Euro fullscreen ticker
com.XcelTrip.XcelPay;XcelPay: Bitcoin, Crypto & Ethereum Wallet App;"Blockchain Wallet - send, receive, store, mobile top-up &amp; token swap feature"
jp.co.smartapp.gowallet;GO ! WALLET -  Ethereum Crypto Wallet & DApp;You can use crypto gamings and DApp, and you can earn crypto currency for free.
com.cryptofaucet.cryptofaucetapp;Crypto Faucet App | Free LTC & Free ETH;Earn Free Litecoin, Ethereum and Bitcoin in one place. ¡Download Now!
co.bacoor.android.hbwallet;Ethereum Wallet | HB Wallet – DeFi & Buy BTC, ETH;Enables users to buy ETH, BTC and use Dapps like DeFi within an Ethereum Wallet
com.tools4monitoring.pool.ether;Mining Monitor 4 Ethermine pool;"Unofficial application for checking your ETH &amp; ETC mining on Ethermine pool"
com.cloud.earning;Cloud Earning PHT;Earn PHT in the Cloud and track your earnings live!
com.devraj.freeeth;Free Ethereum;Earn Free Ethereum Every 5 Min
im.token.app99;AllToken : Bitcoin,Ethereum,Blockchain Wallet;Wallet to manage BTC,ETH,EOS,BCH,LTC, ERC-20 tokens and other digital assets
com.ptpwallet;PTPWallet - Bitcoin, Ethereum, and Other Crypto;"Send crypto funds, including Bitcoin (BTC), Ethereum (ETC) instantly &amp; privately"
com.ideypay;iDeyPay - Buy & Sell Bitcoin, Perfect Money & ETH;"Buy &amp; sell Bitcoin, Ethereum, and Perfect Money instantly in Nigeria."
com.coinbase.wallite;Coinbase Wallet Lite;Ethereum Cryptocurrency Wallet with support for older Android devices
com.hagglex.hagglex;HaggleX: Buy/Sell BTC and ETH;"HaggleX lets you save, buy &amp; sell BITCOIN, ETHEREUM, EOS, TRON at amazing speed"
com.bitazza.android;Bitazza - Bitcoin/Cryptocurrency Exchange & Wallet;"Trade Crypto &amp; DeFi: Bitcoin, Ethereum, Ripple, Stellar, Uniswap, YFI, and more"
tw.org.freewallet.app;Token Wallet for erc20 ETH by Freewallet;Store, exchange, buy 50+ tokens in a wallet for ERC20 Ethereum tokens
com.dowallet;DoWallet: Bitcoin Wallet. A Secure Crypto Wallet.;Buy Bitcoin. Send Bitcoin, Bitcoin Cash, Ethereum, Litecoin.Best Bitcoin Wallet.
com.bitvalve.android;BitValve - P2P Crypto Exchange;Buy and sell Bitcoin, Ethereum and other cryptos in P2P worldwide.
com.cryptobrokergame;Crypto exchange game - Bitcoin, Ethereum..;Crypto exchange game and cryptocurrency tracker for investing crypto!
top.pivot.community;Pivot - Bitcoin,BTC,ETH,BCH,LTC,EOS,Cryptocurrency;Cryptocurrency community,Reddit+Coindesk=PIVOT, Invested by Binance Labs, Huobi.
im.argent.contractwalletclient;Argent - DeFi in a tap;The most simple and secure Ethereum wallet
io.tokencard.app.android;Monolith — Ethereum Wallet;Start living life on Ethereum with Monolith!
com.quidax.app;Quidax - Buy and Sell Bitcoin;Quidax makes it easy to buy/sell Bitcoin and other cryptos in 5 minutes or less
com.teletrader.android.crypto;baha CryptoMarkets - BTC, BCH, ETH, Altcoins;Real-time prices and alerts for 200+ cryptocurrencies. Completely free, no ads!
com.ftxmobile.ftxus;FTX US;FTX is a cryptocurrency exchange built by traders, for traders.
com.electroneum.mobile;Electroneum;Official ETN App
com.okhangqing.market;OKEx Market - Bitcoin & Crypto;Produced by OKEx partners
com.coinmarketcap.android;CoinMarketCap - Crypto Price Charts & Market Data;"Real Time Cryptocurrency Charts &amp; Crypto Price Tracking for Bitcoin, Ethereum"
net.coinpayments.coinpaymentsapp;CoinPayments - Crypto Wallet for Bitcoin/Altcoins;Secure Cryptocurrency Wallet – Store/Send/Receive Bitcoin and 1,200+ Altcoins
com.interactive_crypto.app;Bitcoin & Cryptocurrency - Prices & Charts & News;Cryptocurrency, Bitcoin - Crypto - Ripple - Ethereum - Altcoin - BTC/USD/EUR
com.kr.iotrust.dcent.wallet;D'CENT Crypto Wallet - Bitcoin, Ethereum, XRP etc.;Manage cryptocurrency portfolio and use various blockchain services such as DeFi
com.freeethfaucet;Eth Faucet;Get free Eth (Ethereum) once every 50 second with our Eth Faucet app.
com.bitcoin.monero.ethereum.exchange.currency;BITXE - Bitcoin Ethereum Currency Price & Value;"💰 Convert Cryptocurrency in Real-time. Best bitcoin price &amp; Ethereum value app"
com.j2tx.android;Investments, shares, cryptocurrency Ethereum J2TX;Investment in the US stock market with the Ethereum cryptocurrency wallet: J2TX
dev.dworks.apps.acrypto;Cryptocurrency Bitcoin Alerts Portfolio Widgets;"Cryptocurrency  Portfolio, News, Prices &amp; Alerts for Bitcoin Ethereum"
com.medishares.android;MathWallet: Bitcoin,Ethereum,EOS,Polkadot,Cosmos;Manage your cryptocurrency in a secure, diversified, high-profit crypto wallet.
coin98.crypto.finance.media;Coin98 Wallet - Crypto Wallet & Payment Gateway;Coin98 is a decentralized wallet for cryptocurrency users around the world
com.app.coinloan;CoinLoan: Grow Your Crypto Assets;Keep and manage your crypto assets from one dashboard
com.blubitex.blubitexapp;Blubitex;crypto wallet, buy sell crypto, trade crypto, crypto payment, crypto ecommerce.
io.coninalarm;CoinManager- Bitcoin, Ethereum, Ripple finance app;Make alarm and keep noticed for Bitcoin, Ethereum, Ripple and other altcoins.
com.coinberry_mobile;Coinberry - Buy & Sell Bitcoin (BTC) in Canada;Coinberry is the safest, and most secure crypto trading platform in Canada.
best_courses.ethereum_crypto_wallet_guide;Ethereum wallet tutorial - cryptocurrency platform;Learn how to manage a Ethereum Wallet in 2021 | Earn from blockchain platform
com.paytomat;Paytomat Wallet: Bitcoin, Ethereum, EOS, tokens;A simple and secure wallet to send and receive cryptocurrencies and tokens.
io.zerion.android;Zerion: Invest in DeFi;Manage your DeFi portfolio
com.callsfreecalls.android;CFC Wallet - Earn Free,Hold or Buy BTC/ETH/CRAD;A free app that helps to Buy, Store or Earn free Bitcoin, Ethereum, CRAD assets
com.moonlet;Moonlet;Moonlet, a portal to the decentralised world
com.koinstrap.koinstrap;Koinstrap: Buy & Sell Bitcoin Ethereum, Litecoin;"Buy &amp; Sell Bitcoin Ethereum, Litecoin"
com.app.mystarwallet;MyStarWallet- Ethereum & Btc & Erc-20 Mutil Wallet;feature-rich digital wallet to securely manage
crypto.crab.app.defioverview;DeFi Overview - Decentralized Finance;Decentralized finance and crypto currency app for everyone
com.soul.merge.cat.cute.simulator.adventure;Merge Cats - Earn Crypto Reward;Complete daily quests to get crypto rewards!
com.cwallet;Xapa Wallet - Bitcoin, Ethereum, DOGE, LTC, DASH;Cryptocurrency Mobile Wallet for Bitcoin, Ethereum, DOGE, LTC, DASH
com.airwalletofficial.air_wallet;AIRWALLET - Secure Cryptocurrency Multi-Wallet;Manage your digital assets in one cryptocurrency wallet with AIRWALLET!
kr.co.keypair.keywalletTouch;KeyWallet Touch - Bitcoin Ethereum Crypto Wallet;Bitcoin, Ethereum wallet, card-shaped NFC coldwallet. Keep your crypto safe.
com.Xperience.EthDrain;Eth Drain | Faucet;Join to mine ETHEREUM on cloud for FREE!
it.airgap.wallet;AirGap Wallet - Tezos, Cosmos, Ethereum, Bitcoin;"Your smartphone is your new ‘hardware wallet’ - Tezos, Cosmos, Ethereum &amp; more."
com.coinpay;Coinpay: Buy & Send Bitcoin Fast Cryptocurrency 😇;Coinpay: the fast Bitcoin wallet for purchasing and sending bitcoin payments 💸
bitcoin.ethereum.ripple.cryptocurrency.crypter;Trading Apps, Cryptocurrency, Buy Bitcoin BTC, XRP;Cryptocurrency, Trading Apps: Buy Bitcoin BTC, Ripple XRP, Ethereum. Make Money
crypto.school.learn.cryptocurrency.bitcoin;Crypto School - Learn Bitcoin & Cryptocurrency;"Learn Bitcoin, Cryptocurrency &amp; Blockchain for Free with Crypto School"
com.kptech.pezz.cryptoswap;Crypto Swap Crypto Exchange;Exchange your Bitcoins, AltCoins and tokens. No account required
com.application.blocdesk;VelcomEx - The Leading P2P Cryptocurrency Exchange;VelcomEx, World's Leading P2P Cryptocurrency Exchange for safe Crypto Trading.
com.idbtec.otppaycrypto;OTPPAY - Crypto Exchange & Merchant Payments;Omni Token Platform for Payments
com.zeykit.dev.cryptomarketcap;Crypto Market Cap - Crypto tracker, Alerts, News;"The best Bitcoin &amp; crypto tracker app, coin prices, portfolio, alerts, news."
com.stasis.stasiswallet;STASIS Stablecoin Wallet;Stablecoin wallet with exchange and no fees to purchase Digital EURO with SEPA
org.todevelop.apps.cryptorates;CryptoCurrency : Bitcoin & Ethereum exchange rates;Live CryptoCurrency : Bitcoin, Ethereum, Binance and more... exchange rates free
com.coinmarket.android;CoinView: Bitcoin, Altcoin, & Crypto Portfolio App;Manage your cryptocurrency investment portfolio and stay ahead of the market!
com.blockchain.wallet.btc;Bitcoin Wallet - Blockchain Explorer;Bitcoin Wallet is the mobile Blockchain app
com.workchain.io;WorkChain.io Ethereum & ERC20 Payroll Wallet;"ETH &amp; ERC20 Wallet with Real-Time, Crypto Paychecks"
io.cimcome.app;COINCOME Wallet - Cryptowallet;"COINCOME Wallet is a crypto wallet that allows you to manage CIM &amp; ERC20 tokens."
org.coinsence.wallet;Coinsence - Ethereum Wallet;Coinsence Wallet is an android application to manage Ethereum ERC20 tokens.
com.mymonero.official_android_application;MyMonero: Send money privately;The simplest way to use Monero
com.m2049r.xmrwallet;monerujo: Monero Wallet;The Android Monero Wallet
io.wookey.wallet.monero;Monero Wallet - WooKey;WooKey is an open-source, privacy focused, multi-chain cryptocurrency wallet.
app.foreverpool.moneropool;Monero XMR Forever Pool;"Your XMR Forever Pool Stats &amp; Payment History always updated on your mobilephone"
com.aaminer.miner.guide;AA Miner (BTC,LTC,XMR.. CryptoCoin Miner) Guide;Guide to using AA Miner(Free Cryptocurrency(based on blockchain) Miner)
co.uk.wardone.monerocloudminer;Flux XMR Cloud Miner;Mine Monero (XMR) coins in the cloud with paid mining subscriptions (not free)
de.blindjerobine.supportxmrpool;SupportXMR Pool;The Mining Monitor App for the SupportXMR.com Pool!
com.exawallet.monerowallet;Exa Wallet — Monero;"Secure &amp; Shared Monero Wallet"
pl.wolfdroid.cryptotickerwidget;Crypto Ticker Widget;Crypto Ticker Widget - stay in touch with your cryptocurrency portfolio.
com.coinmine.minary;Coinmine;Plug-in a new world.
co.satoshiwallet.app;SatoshiWallet for Bitcoin, Ethereum, Monero & more;Store, spend and trade over 20 of the most popular cryptos and 1000's of tokens!
com.witplex.minerbox_android;Crypto miner tracker, Mining pool monitor MinerBox;Bitcoin btc wallet, bit coin mine stat, monero viabtc mph asic pools, blockchain
com.everus.org;Everus;Track and transact anytime, anywhere
org.deeponion.wallet;DeepOnion Mobile Wallet;DeepOnion: An anonymous, untraceable cryptocurrency sent through the Tor network
com.swipe.wallet;Swipe Wallet;Swipe gives our users the spend cryptocurrencies in real time on-demand
com.bitso.wallet;Bitso - Buy and sell bitcoin;Buy and sell bitcoin and other cryptocurrencies fast and easily
com.tools4monitoring.btccalc;Bitcoin Calculator & Cryptocurrency Converter;Bitcoin calculator and crypto currency converter. Exchange rates with charts.
com.nicehash.metallum;NiceHash;Manage your NiceHash activities on the go!
com.minergate.app;MinerGate Control;The mobile solution for monitoring your mining activities on the MinerGate.
com.cakecodes.bitmaker;StormX: Shop and earn or play and earn free crypto;Shop and earn or play to win cryptocurrency (BTC, ETH, LTC, DAI or STMX)
com.app.julienp.cryptoarbitre;Crypto Arbitrage;Compare cryptocurrencies prices on several exchanges and find the best deal.
bcn.org.freewallet.app;Bytecoin Wallet. Store, send & receive BCN coin;Store Bytecoin in an easy-to-use wallet. Built-in exchange and BCN price stats
de.schildbach.wallet;Bitcoin Wallet;Your own Bitcoins, in your own pocket!
com.tools4monitoring.pool.nano;Mining Monitor 4 Nanopool;Unofficial monitoring application for checking your mining on Nanopool pools.
app.coinmetro;CoinMetro: Way Beyond the Best Crypto Exchange;Buy and trade cryptocurrencies with ease. Trusted by traders in 100+ countries
com.coinatmradar.android;Bitcoin ATM Map – CoinATMRadar;You can easily find nearest crypto ATM and other cash/crypto exchange locations.
co.bandicoot.ztrader;zTrader Altcoin/Bitcoin Trader;Lightweight bitcoin and altcoin trading client: Alerts, news, market cap, charts
com.bitnovo.app;Bitnovo - Crypto Wallet;With the Bitnovo App, make transactions with cryptocurrencies wherever you are.
btc.vicconsult.com.bitcoin;Bitcoin Monitor - BTC Price Alert;Bitcoin, Ether, Litecoin - price monitor, receive alerts when prices going down.
com.incognito.wallet;Incognito - Anonymous Bitcoin Wallet;Hide your crypto balances and activities. Buy and hold BTC, ETH, BNB and more.
co.stakmon.natasha;stakmon;Keep an eye on your xmr-stak powered rigs
dash.org.freewallet.app;Free Dash Wallet App;Download free Dash Wallet app with easy transactions and built-in exchange
com.noodlecake.bitcoin;Bitcoin Billionaire - Fake Bitcoins, Real Fun;The hit idle clicker! Mine fake bitcoins and use them to upgrade your life!
com.tregix.cryptoalert;EASY CRYPTO;You can track all coins from here and set an alarm
com.jomadevelopers.myapp;Claim Free Crypto;Claim Free Crypto help you claim free crytos in few minutes
btg.org.freewallet.app;Bitcoin Gold Wallet by Freewallet;Secure and free BTG storage with easy transactions and a built-in exchange
one.mixin.messenger;Mixin - Crypto Wallet & Private Messenger;Open source Bitcoin wallet and E2EE signal protocol messenger.
net.graviex.quark.mobile;GRAVIEX - Cryptocurrency Exchange;Application specially designed to trade on GRAVIEX.
com.tzero;tZERO Crypto;An easy and secure way to trade cryptocurrencies.
de.langerhans.wallet;Dogecoin Wallet;Your own Dogecoins, in your own pocket!
com.coinpaprika.coins;COINS: One App For Crypto by Coinpaprika;"Free, Secure Bitcoin &amp; Crypto Multi Wallet"
com.livingroomofsatoshi.wallet;Wallet of Satoshi;The World's Simplest Bitcoin Lightning Wallet.
com.shapeshift.droid_shapeshift;ShapeShift Buy & Trade Bitcoin & Top Crypto Assets;"Buy, trade, track, &amp; win cryptocurrency. Each time a trade happens, someone wins"
ua.com.dowell.cryptosnaper;Crypto Snaper - cryptocurrencies exchage rate;Crypto Snaper now with briefcase enables you easy access to currencies!
g3shanappz.moonfaucet;Moon Faucet - BTC, LTC, XDG, BCH;Earn 5+ Different Crypto Coins in One App
com.samourai.wallet;Samourai Wallet;A Bitcoin Wallet that takes your security and privacy seriously
com.umi.umiwallet;UMI Wallet;The official application of the UMI cryptocurrency.
com.StuffOfInterest.BitcoinExchangeRates;BExR - Bitcoin (Cryptocurrency) Exchange Rates;Real time exchange rates for cryptocurrencies (Bitcoin+) and world currencies.
com.claimersmulticoins;Claimers Multi Coins - Coinpot & Criptos;Claims multiple coinpot coins and other cryptocurrencies.
com.mw.beam.beamwallet.mainnet;Beam Wallet;Beam is a Scalable and Confidential Cryptocurrency based on Mimblewimble
com.freeapps.bitcoinsfree;Bitcoin free;Bitcoin free currency trading is a new application to see all prices of bitcoins
com.hexrp.android.crypto;Hexrp - Crypto Price Charts & Market Data;"Cryptocurrency &amp; Bitcoin"
com.nexdroid.cryptoscale;Bitcoiner - Crypto & Coin Market, News & Widgets;"Live Bitcoin, Ripple, Ethereum &amp; CryptoCurrency Price Tracker &amp; Alerts"
ent.android.hashnest;HashNest;"Cloud Mining
Start hashing immediately!"
com.blockchain.btc.coinhub;CoinHub - Blockchain Crypto Wallet;Supports Bitcoin, Ethereum, EOS, Binance Chain, Bitcoin Cash, DASH wallet
com.stackofstake.mobile;StackOfStake 🚀 Staking & Masternodes;The easiest and most secure way to earn 📈 passive income in crypto!
ps.bitcoinsfreeplay.app;BTC Miner;BTC miner is a new project of cloud mining of the Bitcoin cryptocurrency.
com.cryptocurrency.cryptofolio;Cryptocurrency: charts, and prices;Cryptocurrency: charts and prices for cryptotraders
net.benoitbasset.ograpi;OgrAPI - TradeOgre;Monitor, manage and trade your digital currencies on the TradeOgre exchange
com.task.multimine;Multimine - BTC Cloud Mining;Start cloud mining with Multimine and earn BTC. Get started today!
net.bsapp.market.simulator;Coin Market Simulator - Crypto Virtual Trading;"Coin Market Simulator &amp; Crypto Virtual Trading by BitScreener"
com.cindicator;Cindicator: become a financial analyst;"Win real money! Free virtual trading &amp; stock market game for traders &amp; investors"
com.drakdoo.app;Drakdoo: Bitcoin & Forex Price Action;"Smart indicator based alerts&amp;signals for Forex &amp; Cryptocurrency markets"
com.creaticksolution.liveexchangeprice;Live Exchange Coin Price - CryptoCurrency;Live Exchange Coin Price - CryptoCurrency
com.mobiroller.allyouneedcrypto;AllYouNeedCRYPTO;"All you need on Crypto  Wallet, Calculator, Cloud Mining, Game &amp; Reward Bitcoin"
com.syntomo.email;Email Exchange + by MailWise;"MailWise - Email without the clutter
Sync Hotmail, Exchange &amp; Outlook accounts!"
com.microsoft.office.outlook;Microsoft Outlook: Secure email, calendars & files;"Connect &amp; protect your inbox, schedules and contacts. Easily organized together."
com.aafes.militarystar;MILITARY STAR® Mobile;Access your MILITARY STAR® account virtually from anywhere.
net.xelnaga.exchanger;Exchange Rates & Currency Converter;Currency converter, live exchange rates, interactive charts and works offline!
com.xe.currency;Xe – Currency Converter & Global Money Transfers;Check live mid-market rates with the Currency Converter and send money globally.
org.exchangemessage;Exchange Message;An Evangelism App for Christians
com.rjrt.Grizzly;The Exchange;The Exchange allows tobacco consumers age 21+ to receive tobacco coupon offers.
in.cricketexchange.app.cricketexchange;Cricket Exchange - Live Score & Analysis;"Follow IPL 2021 with Live Cricket Score, Commentary, Odds, News &amp; Fixtures."
com.aafes.digitalgarrison;Digital Garrison;Start discovering and exploring your community today!
com.exchange.app;ExchangeApp - sub4sub, like & views for channel;"Join YouTuber group get free real subscribers, likes &amp; views for your channel"
com.digitalchemy.currencyconverter;Currency Converter Plus Free with AccuRate™;Traveler's favorite money converter with live exchanges rates and graphs
org.kman.AquaMail;Email Aqua Mail - Exchange, SMIME, Smart inbox;Email app for Gmail, Yahoo, Outlook, Hotmail and more - IMAP, POP3 and Exchange
com.smartwho.SmartAllCurrencyConverter;All Currency Converter;"All Currency Converter + Calculator (Trends &amp; Charts)"
com.kwin.ngwaylelnhuan;ငွေလဲနှုန်း - Myanmar Exchange Rate;Take a look at the central bank's international exchange rate
com.dunamu.exchange.global;Upbit (Global), the Digital-Asset Exchange;"Upbit, the most trusted digital-asset exchange.
Trade +150 Digital-Assets."
com.FrancExchange;Franc Exchange;"Manage your portfolio, buy &amp; sell cryptocurrencies from your phone."
com.idyoma.idyoma.v2;idyoma - language exchange chat;Language exchange with native speakers. Learn English, French, Spanish, etc.
joyalukkas.app.webremit;Joyalukkas Exchange;'Joyalukkas Exchange' online remittance application.
com.ifs.banking.fiid1001;First Exchange Bank;First Exchange Bank - Mobile banking on the go!
com.cloud.mandala;Mandala Exchange;Mandala Exchange is a cryptocurrency exchange powered by Binance Cloud.
com.despdev.currencyconverter;Exchange Rates;Live exchange rates of major world currencies.
com.modernexchnage.omn;Modern Exchange - Oman;Transfer your money via safe, secured remittance app
app.alansari;Al Ansari Exchange Send Money;"Send Money worldwide with Al Ansari Exchange, Cash Express &amp; Western Union"
com.eastern.moneyexchange;Eastern Exchange Qatar – Online Remittance;Eastern Exchange Co. W.L.L
sk.halmi.ccalc;Currency Converter;💵➡️💶Currency converter calculator and exchange rates list for phone / tablet
com.ninefolders.hd3;Nine - Email & Calendar;Nine is a full-fledged and intuitive email app which supports Exchange and IMAP
com.ep.emiratesexchange;Emirates India International Exchange;Choose from our wide range of services of cash transfers to foreign currency
com.uaeex.gcc;UAE Exchange;Send money online at best exchange rates using our money transfer mobile app.
com.webmattic.exploriusapp;My Exchange Education;Your Personal Exchange App
com.tradeexchange.apptrade;Trade Exchange;Trade Exchange empowers you with experts’ verified trading ideas in real time.
com.lulu.luluone;LuLu Money;Money. Whenever.
com.paritex.paritex_exchange_mobile;Paritex Exchange;"Trade Bitcoin, Altcoin &amp; Cryptocurrency Safely"
com.guesttoguest.android;HomeExchange - House Swapping;The world's leading home exchange community for holidays and house swaps
com.namicorp.exchange;Nami Exchange;Crypto - to - Crypto with the lowest fee and top liquidity providers
me.mibank_foreigner;Korea Exchange;"The best Korea exchange rate is in here
Easy to find all exchange offices."
com.app.moneytrade;Money Trade Exchange;NSEFUT, MCX, NCDEX, NSE Currency Realtime Virtual Trading Application.
com.unodax.exchange;Unodax Exchange;Unodax is India's Leading Digital Asset Exchange, Powered by Unocoin.
com.ee.mobile.eeMobile;Experts Exchange;We solve the world's technology problems through collaboration and learning.
com.cexchange.app;c-Exchange;We have the best rates. Simply start your exchange right now.
com.handyapps.currencyexchange;Currency FX Exchange Rates;Currency converter with live exchange rates for converting 150+ currencies!
co.shoptheexchange;The Exchange;A lifestyle Boutique in Georgia. Fast Free Shipping on all orders over $100
com.nagainfo.dohaexchange;Doha Exchange;Sending money across the globe just got easier with Doha Exchange Mobile App..!
com.alfardanexchange.remittance;Al Fardan Exchange LLC;Send Money Anytime Anywhere
