app_id,permission,level
co.id.dompet.btc.indonesia,android.permission.ACCESS_WIFI_STATE,normal
co.id.dompet.btc.indonesia,android.permission.ACCESS_NETWORK_STATE,normal
co.id.dompet.btc.indonesia,android.permission.CAMERA,dangerous
co.id.dompet.btc.indonesia,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
co.id.dompet.btc.indonesia,android.permission.VIBRATE,normal
co.id.dompet.btc.indonesia,android.permission.RECEIVE_BOOT_COMPLETED,normal
co.id.dompet.btc.indonesia,android.permission.ACCESS_FINE_LOCATION,dangerous
co.id.dompet.btc.indonesia,android.permission.ACCESS_COARSE_LOCATION,dangerous
co.id.dompet.btc.indonesia,android.permission.WAKE_LOCK,normal
co.id.dompet.btc.indonesia,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
co.id.dompet.btc.indonesia,com.google.android.c2dm.permission.RECEIVE,Customized 
co.id.dompet.btc.indonesia,android.permission.BIND_JOB_SERVICE,Customized 
co.id.dompet.btc.indonesia,android.permission.INSTALL_PACKAGES,N/A
co.id.dompet.btc.indonesia,com.google.android.c2dm.permission.SEND,Customized 
com.adb.adbcoin,android.permission.ACCESS_NETWORK_STATE,normal
com.adb.adbcoin,android.permission.INTERNET,normal
com.adb.adbcoin,android.permission.CAMERA,dangerous
com.adb.adbcoin,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.adb.adbcoin,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.adb.adbcoin,android.permission.VIBRATE,normal
com.adb.adbcoin,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,Customized 
com.anxbtc.android,android.permission.INTERNET,normal
com.anxbtc.android,android.permission.ACCESS_WIFI_STATE,normal
com.anxbtc.android,android.permission.ACCESS_NETWORK_STATE,normal
com.anxbtc.android,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.anxbtc.android,android.permission.CAMERA,dangerous
com.anxbtc.android,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.anxbtc.android,android.permission.VIBRATE,normal
com.anxbtc.android,android.permission.FLASHLIGHT,Customized 
com.app.asbazar59,com.android.vending.BILLING,Customized 
com.app.asbazar59,android.permission.INTERNET,normal
com.app.asbazar59,android.permission.ACCESS_NETWORK_STATE,normal
com.app.asbazar59,android.permission.ACCESS_FINE_LOCATION,dangerous
com.app.asbazar59,android.permission.CAMERA,dangerous
com.app.asbazar59,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.app.asbazar59,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.app.asbazar59,android.permission.MODIFY_AUDIO_SETTINGS,normal
com.app.asbazar59,android.permission.RECORD_AUDIO,dangerous
com.app.asbazar59,android.permission.VIDEO_CAPTURE,Customized 
com.app.asbazar59,android.permission.AUDIO_CAPTURE,Customized 
com.app.asbazar59,com.app.asbazar59.permission.C2D_MESSAGE,Customized 
com.app.asbazar59,com.google.android.c2dm.permission.RECEIVE,Customized 
com.app.asbazar59,android.permission.WAKE_LOCK,normal
com.app.asbazar59,android.permission.VIBRATE,normal
com.app.asbazar59,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.app.asbazar59,com.sec.android.provider.badge.permission.READ,Customized 
com.app.asbazar59,com.sec.android.provider.badge.permission.WRITE,Customized 
com.app.asbazar59,com.htc.launcher.permission.READ_SETTINGS,Customized 
com.app.asbazar59,com.htc.launcher.permission.UPDATE_SHORTCUT,Customized 
com.app.asbazar59,com.sonyericsson.home.permission.BROADCAST_BADGE,Customized 
com.app.asbazar59,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,Customized 
com.app.asbazar59,com.anddoes.launcher.permission.UPDATE_COUNT,Customized 
com.app.asbazar59,com.majeur.launcher.permission.UPDATE_BADGE,Customized 
com.app.asbazar59,com.huawei.android.launcher.permission.CHANGE_BADGE,Customized 
com.app.asbazar59,com.huawei.android.launcher.permission.READ_SETTINGS,Customized 
com.app.asbazar59,com.huawei.android.launcher.permission.WRITE_SETTINGS,signature|preinstalled|appop|pre23
com.app.asbazar59,android.permission.READ_APP_BADGE,Customized 
com.app.asbazar59,com.oppo.launcher.permission.READ_SETTINGS,Customized 
com.app.asbazar59,com.oppo.launcher.permission.WRITE_SETTINGS,signature|preinstalled|appop|pre23
com.app.asbazar59,me.everything.badger.permission.BADGE_COUNT_READ,Customized 
com.app.asbazar59,me.everything.badger.permission.BADGE_COUNT_WRITE,Customized 
com.app.asbazar59,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
com.app.asbazar59,android.permission.BIND_JOB_SERVICE,Customized 
com.app.asbazar59,com.google.android.c2dm.permission.SEND,Customized 
com.app.asbazar59,android.permission.INSTALL_PACKAGES,N/A
com.app.belfrics,android.permission.INTERNET,normal
com.app.belfrics,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.app.belfrics,android.permission.USE_FINGERPRINT,normal
com.app.belfrics,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.app.belfrics,android.permission.CAMERA,dangerous
com.app.belfrics,android.permission.ACCESS_NETWORK_STATE,normal
com.app.belfrics,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.app.belfrics,android.permission.ACCESS_FINE_LOCATION,dangerous
com.app.belfrics,android.permission.VIBRATE,normal
com.app.belfrics,android.permission.SYSTEM_ALERT_WINDOW,signature|preinstalled|appop|pre23|development
com.app.belfrics,android.permission.ACCESS_WIFI_STATE,normal
com.app.belfrics,android.permission.WAKE_LOCK,normal
com.app.belfrics,com.google.android.c2dm.permission.RECEIVE,Customized 
com.app.belfrics,com.app.belfrics.permission.C2D_MESSAGE,Customized 
com.app.belfrics,android.permission.BIND_JOB_SERVICE,Customized 
com.app.belfrics,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,Customized 
com.app.belfrics,android.permission.INSTALL_PACKAGES,N/A
com.app.belfrics,com.google.android.c2dm.permission.SEND,Customized 
com.application.bitcoiva,android.permission.USE_FINGERPRINT,normal
com.application.bitcoiva,android.permission.INTERNET,normal
com.application.bitcoiva,android.permission.CAMERA,dangerous
com.application.bitcoiva,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.application.bitcoiva,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.application.bitcoiva,android.permission.ACCESS_NETWORK_STATE,normal
com.application.bitcoiva,android.permission.WAKE_LOCK,normal
com.application.bitcoiva,com.google.android.c2dm.permission.RECEIVE,Customized 
com.application.bitcoiva,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
com.application.bitcoiva,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.application.bitcoiva,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,Customized 
com.application.bitcoiva,android.permission.BIND_JOB_SERVICE,Customized 
com.application.bitcoiva,com.google.android.gms.permission.BIND_NETWORK_TASK_SERVICE,Customized 
com.application.bitcoiva,com.google.android.c2dm.permission.SEND,Customized 
com.application.blocdesk,android.permission.ACCESS_NETWORK_STATE,normal
com.application.blocdesk,android.permission.ACCESS_WIFI_STATE,normal
com.application.blocdesk,android.permission.ACCESS_FINE_LOCATION,dangerous
com.application.blocdesk,android.permission.ACCESS_COARSE_LOCATION,dangerous
com.application.blocdesk,android.permission.INTERNET,normal
com.application.blocdesk,android.permission.ACCESS_GPS,Customized 
com.application.blocdesk,android.permission.FLASHLIGHT,Customized 
com.application.blocdesk,android.permission.CAMERA,dangerous
com.application.blocdesk,android.permission.READ_PHONE_STATE,dangerous
com.application.blocdesk,android.permission.USE_FINGERPRINT,normal
com.application.blocdesk,android.permission.USE_BIOMETRIC,normal
com.application.blocdesk,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.application.blocdesk,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.application.blocdesk,com.google.android.providers.gsf.permission.READ_GSERVICES,Customized 
com.application.blocdesk,com.google.android.c2dm.permission.RECEIVE,Customized 
com.application.blocdesk,android.permission.WAKE_LOCK,normal
com.application.blocdesk,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
com.application.blocdesk,com.application.blocdesk.permission.C2D_MESSAGE,Customized 
com.application.blocdesk,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,Customized 
com.application.blocdesk,com.google.android.c2dm.permission.SEND,Customized 
com.application.blocdesk,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,Customized 
com.application.blocdesk,android.permission.BIND_JOB_SERVICE,Customized 
com.application.blocdesk,android.permission.INSTALL_PACKAGES,N/A
com.apptrack.coinom,android.permission.INTERNET,normal
com.apptrack.coinom,android.permission.USE_BIOMETRIC,normal
com.apptrack.coinom,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.apptrack.coinom,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.apptrack.coinom,android.permission.NFC,normal
com.apptrack.coinom,android.permission.USE_FINGERPRINT,normal
com.apptrack.coinom,android.permission.CAMERA,dangerous
com.apptrack.coinom,android.permission.VIBRATE,normal
com.apptrack.coinom,android.permission.WAKE_LOCK,normal
com.apptrack.coinom,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.apptrack.coinom,android.permission.BLUETOOTH,normal
com.apptrack.coinom,android.permission.ACCESS_NETWORK_STATE,normal
com.apptrack.coinom,android.permission.FOREGROUND_SERVICE,normal
com.apptrack.coinom,com.google.android.c2dm.permission.RECEIVE,Customized 
com.apptrack.coinom,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
com.apptrack.coinom,android.permission.BIND_JOB_SERVICE,Customized 
com.apptrack.coinom,com.google.android.gms.permission.BIND_NETWORK_TASK_SERVICE,Customized 
com.apptrack.coinom,com.google.android.c2dm.permission.SEND,Customized 
com.atomicwallet.newapp.safe,android.permission.INTERNET,normal
com.bcoiner.webviewapp,android.permission.INTERNET,normal
com.bcoiner.webviewapp,android.permission.ACCESS_NETWORK_STATE,normal
com.bcoiner.webviewapp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.bitbns,android.permission.INTERNET,normal
com.bitbns,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.bitbns,android.permission.VIBRATE,normal
com.bitbns,android.permission.SYSTEM_ALERT_WINDOW,signature|preinstalled|appop|pre23|development
com.bitbns,android.permission.CAMERA,dangerous
com.bitbns,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.bitbns,android.permission.ACCESS_NETWORK_STATE,normal
com.bitbns,android.permission.ACCESS_WIFI_STATE,normal
com.bitbns,android.permission.USE_FINGERPRINT,normal
com.bitbns,com.google.android.c2dm.permission.RECEIVE,Customized 
com.bitbns,android.permission.RECORD_AUDIO,dangerous
com.bitbns,com.fingerprints.service.ACCESS_FINGERPRINT_MANAGER,Customized 
com.bitbns,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,Customized 
com.bitbns,android.permission.WAKE_LOCK,normal
com.bitbns,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
com.bitbns,com.sec.android.provider.badge.permission.READ,Customized 
com.bitbns,com.sec.android.provider.badge.permission.WRITE,Customized 
com.bitbns,com.htc.launcher.permission.READ_SETTINGS,Customized 
com.bitbns,com.htc.launcher.permission.UPDATE_SHORTCUT,Customized 
com.bitbns,com.sonyericsson.home.permission.BROADCAST_BADGE,Customized 
com.bitbns,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,Customized 
com.bitbns,com.anddoes.launcher.permission.UPDATE_COUNT,Customized 
com.bitbns,com.majeur.launcher.permission.UPDATE_BADGE,Customized 
com.bitbns,com.huawei.android.launcher.permission.CHANGE_BADGE,Customized 
com.bitbns,com.huawei.android.launcher.permission.READ_SETTINGS,Customized 
com.bitbns,com.huawei.android.launcher.permission.WRITE_SETTINGS,signature|preinstalled|appop|pre23
com.bitbns,android.permission.READ_APP_BADGE,Customized 
com.bitbns,com.oppo.launcher.permission.READ_SETTINGS,Customized 
com.bitbns,com.oppo.launcher.permission.WRITE_SETTINGS,signature|preinstalled|appop|pre23
com.bitbns,me.everything.badger.permission.BADGE_COUNT_READ,Customized 
com.bitbns,me.everything.badger.permission.BADGE_COUNT_WRITE,Customized 
com.bitbns,com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN,Customized 
com.bitbns,android.permission.BIND_REMOTEVIEWS,signature|privileged
com.bitbns,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,Customized 
com.bitbns,android.permission.BIND_JOB_SERVICE,Customized 
com.bitbns,com.google.android.c2dm.permission.SEND,Customized 
com.bitcoinglobal,android.permission.INTERNET,normal
com.bitcoinglobal,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.bitcoinglobal,android.permission.VIBRATE,normal
com.bitcoinglobal,android.permission.USE_BIOMETRIC,normal
com.bitcoinglobal,android.permission.USE_FINGERPRINT,normal
com.bitcoinglobal,android.permission.WAKE_LOCK,normal
com.bitcoinglobal,android.permission.ACCESS_NETWORK_STATE,normal
com.bitcoinglobal,com.google.android.c2dm.permission.RECEIVE,Customized 
com.bitcoinglobal,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
com.bitcoinglobal,android.permission.BIND_JOB_SERVICE,Customized 
com.bitcoinglobal,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,Customized 
com.bitcoinglobal,com.google.android.c2dm.permission.SEND,Customized 
com.bitcoininc.bitcoinpay,android.permission.INTERNET,normal
com.bitcoininc.bitcoinpay,android.permission.ACCESS_NETWORK_STATE,normal
com.bitcoininc.bitcoinpay,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.bitcoininc.bitcoinpay,android.permission.CAMERA,dangerous
com.bitcoininc.bitcoinpay,android.permission.NFC,normal
com.bitcoininc.bitcoinpay,android.permission.BLUETOOTH,normal
com.bitcoininc.bitcoinpay,android.permission.BLUETOOTH_ADMIN,normal
com.bitexuae,android.permission.INTERNET,normal
com.bitexuae,android.permission.VIBRATE,normal
com.bitexuae,android.permission.CAMERA,dangerous
com.bitexuae,android.permission.USE_BIOMETRIC,normal
com.bitexuae,android.permission.USE_FINGERPRINT,normal
com.bitexuae,com.fingerprints.service.ACCESS_FINGERPRINT_MANAGER,Customized 
com.bitexuae,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,Customized 
com.bitexuae,com.bitexuae.permission.C2D_MESSAGE,Customized 
com.bitexuae,android.permission.ACCESS_NETWORK_STATE,normal
com.bitexuae,android.permission.RECORD_AUDIO,dangerous
com.bitexuae,android.permission.WAKE_LOCK,normal
com.bitexuae,com.google.android.c2dm.permission.RECEIVE,Customized 
com.bitexuae,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
com.bitexuae,android.permission.BIND_JOB_SERVICE,Customized 
com.bitexuae,android.permission.INSTALL_PACKAGES,N/A
com.bitexuae,com.google.android.c2dm.permission.SEND,Customized 
com.bitkub,android.permission.INTERNET,normal
com.bitkub,android.permission.SYSTEM_ALERT_WINDOW,signature|preinstalled|appop|pre23|development
com.bitkub,android.permission.USE_FINGERPRINT,normal
com.bitkub,android.permission.ACCESS_NETWORK_STATE,normal
com.bitkub,android.permission.VIBRATE,normal
com.bitkub,android.permission.CAMERA,dangerous
com.bitkub,android.permission.RECORD_AUDIO,dangerous
com.bitkub,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.bitkub,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.bitkub,android.permission.ACCESS_WIFI_STATE,normal
com.bitkub,android.permission.WAKE_LOCK,normal
com.bitkub,com.android.vending.CHECK_LICENSE,Customized 
com.bitkub,android.permission.FOREGROUND_SERVICE,normal
com.bitkub,com.bitkub.permission.C2D_MESSAGE,Customized 
com.bitkub,com.google.android.c2dm.permission.RECEIVE,Customized 
com.bitkub,android.permission.RECEIVE_BOOT_COMPLETED,normal
com.bitkub,com.sec.android.provider.badge.permission.READ,Customized 
com.bitkub,com.sec.android.provider.badge.permission.WRITE,Customized 
com.bitkub,com.htc.launcher.permission.READ_SETTINGS,Customized 
com.bitkub,com.htc.launcher.permission.UPDATE_SHORTCUT,Customized 
com.bitkub,com.sonyericsson.home.permission.BROADCAST_BADGE,Customized 
com.bitkub,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,Customized 
com.bitkub,com.anddoes.launcher.permission.UPDATE_COUNT,Customized 
com.bitkub,com.majeur.launcher.permission.UPDATE_BADGE,Customized 
com.bitkub,com.huawei.android.launcher.permission.CHANGE_BADGE,Customized 
com.bitkub,com.huawei.android.launcher.permission.READ_SETTINGS,Customized 
com.bitkub,com.huawei.android.launcher.permission.WRITE_SETTINGS,signature|preinstalled|appop|pre23
com.bitkub,android.permission.READ_APP_BADGE,Customized 
com.bitkub,com.oppo.launcher.permission.READ_SETTINGS,Customized 
com.bitkub,com.oppo.launcher.permission.WRITE_SETTINGS,signature|preinstalled|appop|pre23
com.bitkub,me.everything.badger.permission.BADGE_COUNT_READ,Customized 
com.bitkub,me.everything.badger.permission.BADGE_COUNT_WRITE,Customized 
com.bitkub,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,Customized 
com.bitkub,android.permission.NFC,normal
com.bitkub,android.permission.BIND_REMOTEVIEWS,signature|privileged
com.bitkub,android.permission.BIND_JOB_SERVICE,Customized 
com.bitkub,com.google.android.c2dm.permission.SEND,Customized 
com.bitkub,android.permission.INSTALL_PACKAGES,N/A
com.bitmart.bitmarket,android.permission.INTERNET,normal
com.bitmart.bitmarket,android.permission.CHANGE_WIFI_STATE,normal
com.bitmart.bitmarket,android.permission.ACCESS_WIFI_STATE,normal
com.bitmart.bitmarket,android.permission.GET_TASKS,N/A
com.bitmart.bitmarket,android.permission.VIBRATE,normal
com.bitmart.bitmarket,android.permission.WRITE_EXTERNAL_STORAGE,dangerous
com.bitmart.bitmarket,android.permission.READ_EXTERNAL_STORAGE,dangerous
com.bitmart.bitmarket,android.permission.REQUEST_INSTALL_PACKAGES,signature
com.bitmart.bitmarket,android.permission.USE_FINGERPRINT,normal
com.bitmart.bitmarket,android.permission.ACCESS_FINE_LOCATION,dangerous
com.bitmart.bitmarket,android.permission.ACCESS_COARSE_LOCATION,dangerous
